restaurant_name,location,primary_cuisine,cuisine_tags,cost,budget_label,rating,votes,address,affordability
Polar Bear,Malleshwaram,Desserts,"['Desserts', 'Ice Cream', 'Beverages', 'Sandwich']",,,3.8,166,"1/1, 14th Cross, Near Sai Baba Temple, Sampige Road, Malleshwaram, Bangalore",unknown
Akshatha Nati Style,Vijay Nagar,South Indian,"['South Indian', 'Chinese', 'North Indian']",,,4.6,20,"905/A, 1st Floor, 5th Main, Service Road, Vijay Nagar, Bangalore",unknown
Matsya Lunch Home,Malleshwaram,Mangalorean,['Mangalorean'],,,3.6,13,"Number 33, 1st Main Road Sheshadripuram, Next to Syndicate Bank, Malleshwaram, Bangalore",unknown
The Rasoi,Seshadripuram,North Indian,"['North Indian', 'Chinese', 'Hyderabadi']",,,3.5,33,"3, Nagappa Street, Near Swasthik Circle, Seshadripuram College Road, Seshadripuram, Bangalore",unknown
Kaffee Klatsch,Malleshwaram,Cafe,['Cafe'],,,4.0,0,"17th Cross Bridge, A Block, Milk Colony, Subramanyanagar, Malleshwaram, Bangalore",unknown
Hotel Annapurneshwari,Seshadripuram,Andhra,['Andhra'],,,3.3,0,"30, 2nd Main Road, Jai Bheema Nagar, Sheshadripuram, Bangalore",unknown
Utsava Grand,Majestic,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,4.2,14,"235, SC Road, Anand Rao Circle, Gandhi Nagar, Majestic, Bangalore",unknown
Nebula,Malleshwaram,North Indian,"['North Indian', 'Chinese', 'Thai', 'Italian', 'South Indian']",,,3.2,6,"The Galaxy Club, 26/1, 3rd Floor, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
Lakshmi Mess,Malleshwaram,South Indian,['South Indian'],,,4.4,13,"4th, Main Road, Sampige Road, Malleshwaram, Bangalore",unknown
Mumbai Spice,Malleshwaram,North Indian,"['North Indian', 'Chinese']",,,4.2,100,"18/2, Temple Road, 10th Cross, Malleshwaram, Bangalore",unknown
The Biryani Culture,Malleshwaram,North Indian,['North Indian'],,,2.9,9,"3rd Floor, Food Court, Mantri Mall, Malleshwaram, Bangalore",unknown
Sizzling China,Malleshwaram,Chinese,['Chinese'],,,3.5,23,"Food Court, 3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",unknown
Cafe Bengaluru,Magadi Road,Fast Food,"['Fast Food', 'Beverages']",,,4.0,47,"2, Veeresh Cinema Complex, 1st Cross, Magadi Road, Bengaluru",unknown
Yumjar,Rajajinagar,Fast Food,"['Fast Food', 'Beverages', 'Desserts']",,,4.9,0,"278/81, 2nd stage, Rajajinagar, Malleshwaram, BBMP north, Malleshwaram, Bangalore",unknown
Wood Rose,Seshadripuram,North Indian,"['North Indian', 'Chinese', 'Continental']",,,4.4,8,"Citadel Hotel, 41, Seshadri Road, Ananda Rao Circle, Seshadripuram, Bangalore",unknown
Srushti Veg,Majestic,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.8,6,"70, SC Road Majestic, Bangalore",unknown
Swathi Delux,Majestic,North Indian,"['North Indian', 'Chinese', 'Andhra']",,,3.4,11,"10, KSRTC Bus Stand, Majestic, Bangalore",unknown
Glacier - Citrine Hotel,Seshadripuram,Finger Food,"['Finger Food', 'North Indian', 'Chinese']",,,3.3,27,"211, S C Road, Seshadripuram, Bangalore",unknown
Subway,Malleshwaram,Healthy Food,"['Healthy Food', 'Salad', 'Fast Food']",,,4.2,71,"Food Court, Mantri Mall, Sampige Road, Malleshwaram, Bangalore",unknown
Crazy Pizza,Malleshwaram,Pizza,"['Pizza', 'Fast Food']",,,4.0,5,"FC-06, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",unknown
Sai Cafe Veg,Malleshwaram,Fast Food,['Fast Food'],,,3.4,11,"10th Cross, 2nd Temple Road, Malleswaram, Malleshwaram, Bangalore",unknown
Hotel New Grand,Majestic,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.7,0,"12/12, Cottonpet Main Road, Tank Road, Majestic Area, Majestic, Bangalore",unknown
Comesum Food Plaza,Majestic,South Indian,"['South Indian', 'Chinese']",,,3.9,0,"City Railway Station, Majestic Area, Majestic, Bangalore",unknown
New Kabadi Military Hotel,Magadi Road,South Indian,"['South Indian', 'Biryani']",,,4.8,0,"14/1, Vidyaranya Nagar, Near Total Petrol Bunk, Magadi Main Road, Magadi Road, Bangalore",unknown
Sri Balaji Juice And Chats,Vijay Nagar,Fast Food,"['Fast Food', 'Beverages']",,,3.7,0,"17/3, 3rd Cross, Acmc Complex, Near Reliance Fress, Vijay Nagar, Bangalore",unknown
Hare Krishna,Majestic,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.6,16,"89, Near City Railway Station Entrance, Majestic, Bangalore",unknown
Food Square,Malleshwaram,Chinese,"['Chinese', 'Street Food', 'Rolls']",,,3.0,4,"Big Bazaar, Linking Road, Malleshwaram, Bangalore",unknown
Al Taj Fast Food,Vijay Nagar,Fast Food,"['Fast Food', 'North Indian', 'South Indian', 'Chinese']",,,3.9,4,"140, 2nd Main Road, Telecom Layout, Cholourpalya, Vijay Nagar, Bangalore",unknown
Al Sadique,Magadi Road,North Indian,"['North Indian', 'Mughlai', 'Chinese', 'Rolls']",,,4.6,185,"65, Magadi Main Road, Agrahara Dasarahalli, Magadi Road, Bangalore",unknown
Currylicious,Malleshwaram,South Indian,"['South Indian', 'Mangalorean', 'Kerala']",,,4.2,49,"A 7, Food Court, Orion Mall, Malleshwaram, Bangalore",unknown
Ganesh Food Joint,Malleshwaram,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,3.5,101,"39, 8th Main, 13th Cross, Malleshwaram, Bangalore",unknown
Kaati Zone,Malleshwaram,Fast Food,"['Fast Food', 'Biryani', 'Rolls']",,,2.3,26,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",unknown
Aahara Vihar,Malleshwaram,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,3.6,13,"337, Karuna Complex, Sampige Road, Malleshwaram, Bangalore",unknown
Marhaba,Malleshwaram,North Indian,"['North Indian', 'Lebanese', 'Rolls']",,,4.2,72,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",unknown
Cauvery Punjabi Khana,Majestic,North Indian,"['North Indian', 'South Indian']",,,3.7,11,"UG Regal Hotel, 453/1, Cottonpet Main Road, Majestic, Bangalore",unknown
Pavana Veg Restaurant,Majestic,North Indian,"['North Indian', 'South Indian', 'Chinese', 'Street Food']",,,4.1,12,"88, Near City Railway Station Entrance, Majestic, Bangalore",unknown
Sipp N Cool,Magadi Road,Fast Food,['Fast Food'],,,2.7,0,"29, 7th Cross, Next to Shell Petrol Bunk, Magadi Road, Bangalore",unknown
Punjabi Tasty Khana,Malleshwaram,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.0,0,"Sampagi Main Road, Jai Bheema Nagar, Malleshwaram, Bangalore",unknown
Hare Krishna Kuteera,Malleshwaram,South Indian,['South Indian'],,,3.5,0,"10, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",unknown
Sambhram,Malleshwaram,South Indian,"['South Indian', 'Biryani']",,,3.5,0,"40,4th Cross,Sampige Road, Malleswaram Bangalore",unknown
Amma's Thindi,Magadi Road,South Indian,['South Indian'],,,3.4,0,"Near Minerva Mill, Magadi Road, Bangalore",unknown
Sri Prasanna Military Hotel,Magadi Road,South Indian,['South Indian'],,,4.0,0,"Number 14, 5th Cross Road, Magadi Road, 5th Main, Mariyappanapalya, Binnipete",unknown
Nandikeshwara Tiffin Centre,Magadi Road,South Indian,['South Indian'],,,3.8,0,"88/2, 2 Main Govindraj Nagar, Vijay Nagar 40 Magadi Road, Bangalore",unknown
Taste Of Banaras,Malleshwaram,North Indian,['North Indian'],,,3.7,0,"16, 5th Cross Rd, Malleshwaram West, Malleshwaram, Bangalore",unknown
Parinitha Biryani Corner,Magadi Road,Biryani,"['Biryani', 'Kebab']",,,4.5,5,"Near Raheja Apartment. Behind Sangeeta Mobile, Govindrajnagar, Magadi Road, Bangalore",unknown
Ajantha Hotel,Magadi Road,North Indian,"['North Indian', 'South Indian']",,,3.6,0,"10, 4th B Main Road, KHB Colony, Magadi Main Road, Near Raheja Apartments, Magadi Road, Bangalore",unknown
Lucky Bites,Vijay Nagar,Fast Food,"['Fast Food', 'Chinese']",,,3.1,7,"144, Vidyaranya Nagar, Pipeline Road, Near Magadi Road Toll Gate, Vijay Nagar, Bangalore",unknown
Bhanu Hindi Military Hotel,Magadi Road,South Indian,['South Indian'],,,4.4,7,"87, Magadi Main Road, Govindraj Nagar, Opposite Raheja Apartments, Magadi Road, Bangalore",unknown
Indian Chicken Biryani Point,Vijay Nagar,Biryani,['Biryani'],,,3.8,6,"80,2nd Main Road, 22nd Cross, Govindraj Nagar, Vijay Nagar, Bangalore",unknown
Sri Venkateshwar Bhavan,Malleshwaram,South Indian,"['South Indian', 'Chinese', 'Seafood']",,,3.6,7,"Next To BJP Office, Malleshwaram, Bangalore",unknown
Hotel Vaishali,Malleshwaram,South Indian,['South Indian'],,,3.5,20,"102/103, 5th Cross, Malleshwaram, Bangalore",unknown
Kamat Delicacy,Seshadripuram,South Indian,"['South Indian', 'North Indian', 'Chinese']",,,3.9,0,"Near Swastik Vinayaka Sai Temple, Nehru Road, Seshadripuram, Bangalore",unknown
Dosa Cafe,Vijay Nagar,South Indian,['South Indian'],,,4.8,7,"1030/A, 2nd Main Road, 4th Cross, Vijayanagar, Vijay Nagar, Bangalore",unknown
Hotel Shri Raghavendra,Majestic,South Indian,"['South Indian', 'North Indian']",,,3.4,6,"Majestic Bus Stop, Majestic, Bangalore",unknown
Donne Biriyani Mane,Majestic,Biryani,"['Biryani', 'Chinese', 'North Indian']",,,3.9,28,"88/4, RBDGTC Building, Near City Railway Station, Majestic, Bangalore",unknown
G. P. S. Kaapi Thindi,Malleshwaram,Street Food,['Street Food'],,,3.7,14,"8th Cross, Sampige Road, Malleshwaram, Bangalore",unknown
Hotel Sri Gurupriya,Majestic,South Indian,['South Indian'],,,3.3,0,"53, 9th Main Road, 6th Cross, Near Srirampuram Police Station, Majestic, Bangalore",unknown
Pure & Natural,Malleshwaram,Healthy Food,"['Healthy Food', 'Beverages', 'Fast Food']",,,3.9,30,"Upper Ground Floor, Orion Mall, Malleshwaram, Bangalore",unknown
U K Saviruchi Food Store,Vijay Nagar,South Indian,"['South Indian', 'North Indian']",,,3.4,0,"92/2, 4th A Main Road, Govindarajanagar, Vijaya Nagar, Bengaluru",unknown
Happiest Moment,Seshadripuram,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.0,0,"16/1 Kalappa Block Ramchandrapuram, Seshadripuram, Bangalore",unknown
Karnataka Briyani point,Peenya,North Indian,"['North Indian', 'Chinese']",,,3.2,5,"680/B, 3rd Main Road, 50 feet Road, Raghavandra Block, Magadi Road, Bangalore",unknown
Mayur Veg Restaurant,Vijay Nagar,South Indian,"['South Indian', 'Chinese', 'North Indian', 'Juices']",,,4.2,0,"69, 21st Cross Road, Beside BDA Complex, CHBS Layout, Stage 1, Vijay Nagar, Bangalore",unknown
Jameela Hotel,Magadi Road,Biryani,['Biryani'],,,3.7,9,"163, 1st Main, Vidyaranya Nagar, Behind Banashankari Temple, Magadi Main Road, Magadi Road, Bangalore",unknown
Bharath's Pizza,Malleshwaram,Pizza,"['Pizza', 'Fast Food']",,,2.6,0,"8th Cross, Sampige Road, Malleshwaram, Bangalore",unknown
Cauvery Veg Restaurant,Majestic,North Indian,['North Indian'],,,2.8,0,"Cottonpet Main Road, OTC Road, Opposite Shri Bhavani Palace, Majestic, Bangalore",unknown
Ma~Ga~Di,Vijay Nagar,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.8,12,"39, Jai Munirao Circle, Agrahara Nasarahalli, Magadi Main Road, Vijay Nagar, Bangalore",unknown
Grill Biryanis,Malleshwaram,Biryani,"['Biryani', 'North Indian']",,,4.7,8,"Below Srirampura Metro station, Mkk Road, Devayy Park",unknown
Empire Juice Shop,Malleshwaram,Juices,['Juices'],,,4.8,43,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
Four Seasons Fast Food,Malleshwaram,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.0,20,"502, 3rd Cross, Sampige Road, Malleshwaram, Bangalore",unknown
New Savi Sagar,Magadi Road,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",,,3.3,4,"FC 07, 92, Magadi Main Road, Next To Prasanna Theatre, Magadi Road, Bangalore",unknown
Maiyas,Malleshwaram,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Bakery', 'Desserts']",,,3.9,291,"119/1, 11th Cross, Ground Floor, Srinidhi Complex, Opposite Venugopal Temple, Sampige Road, Malleshwaram, Bangalore",unknown
Khan Saheb Grills and Rolls,Malleshwaram,Fast Food,"['Fast Food', 'Rolls']",,,3.7,24,"Food Court, Mantri Mall, LG-34, Sampige Road, Malleshwaram, Bangalore",unknown
StikSnax,Malleshwaram,Fast Food,['Fast Food'],,,4.3,21,"Food Court, Orion Mall, Malleshwaram, Bangalore",unknown
Naati Manae,Malleshwaram,North Indian,"['North Indian', 'South Indian', 'Chinese', 'Biryani']",,,4.1,25,"Food Court, 3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",unknown
Sangeetha Bar & Restaurant,Seshadripuram,North Indian,"['North Indian', 'South Indian']",,,4.3,11,"Shop 186/10, 1st Floor, Sirur Park Road, Seshadripuram, Bangalore",unknown
A1 Biriyani Point,Seshadripuram,Biryani,['Biryani'],,,4.4,10,"167, Opposite Natraj Theatre, SC Road, Seshadripuram, Bangalore",unknown
Sbarro,Malleshwaram,Pizza,['Pizza'],,,4.3,270,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",unknown
Sloshed,Basaveshwara Nagar,Arabian,"['Arabian', 'Chinese', 'Continental', 'North Indian', 'Finger Food']",,,2.5,96,"5, 3rd Stage, 4th Block, Basaveshwara Nagar, Bangalore",unknown
Jetlag,Rajajinagar,Finger Food,"['Finger Food', 'Continental', 'North Indian', 'Italian', 'Japanese']",,,3.9,1103,"3, Industrial Suburb, Opposite To Sheraton Hotel, Near Orion Mall, Rajajinagar, Bangalore",unknown
Chord Road Resto-Bar,Rajajinagar,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.6,97,"1 , 7th Main Service Road, West of Chord Road, Shivanagar, Rajajinagar, Bangalore",unknown
Planet I Bar,Basaveshwara Nagar,Continental,"['Continental', 'Chinese', 'North Indian', 'Finger Food']",,,3.9,23,"5, 4th Floor, Siddhaiah Puranik Road, West of Chord Road 1st Stage, Basaveshwara Nagar, Bangalore",unknown
High Ultra Lounge,Malleshwaram,Japanese,"['Japanese', 'Thai', 'Chinese', 'Korean']",,,3.8,4781,"26/1 , 31st Floor, Dr. Rajkumar Road, World Trade Centre, Brigade Gateway Campus, Malleshwaram, Bangalore",unknown
District 6 Pub Brewery & Kitchen,Malleshwaram,German,"['German', 'European', 'Pizza', 'American', 'North Indian', 'Chinese']",,,3.4,2324,"G 3, 4, 5, Ground Floor, Sheraton Hotel, Brigade Gateway Campus, Malleshwaram, Bangalore",unknown
1522 - The Pub,Malleshwaram,Chinese,"['Chinese', 'Continental', 'North Indian']",,,3.3,1734,"1522, 17th Cross, Malleshwaram, Bangalore",unknown
The Studio Bar,Malleshwaram,Italian,"['Italian', 'American', 'North Indian']",,,4.3,777,"Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",unknown
Hatch,Malleshwaram,North Indian,"['North Indian', 'Mangalorean', 'Seafood']",,,2.8,471,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",unknown
The Beer Cafe,Malleshwaram,Finger Food,"['Finger Food', 'North Indian', 'Italian']",,,3.6,742,"26 / 1, Upper Ground Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
BluO,Malleshwaram,Continental,"['Continental', 'North Indian']",,,4.4,405,"26/1, 4th Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
3G's - Gulp & Groove,Malleshwaram,Finger Food,"['Finger Food', 'Continental', 'Chinese']",,,3.4,664,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",unknown
White Horse,Malleshwaram,Finger Food,"['Finger Food', 'Chinese', 'North Indian']",,,4.3,96,"First Floor, 1522, 17th Cross, Malleshwaram, Bangalore",unknown
Swathi Greenland,Vijay Nagar,Andhra,"['Andhra', 'North Indian', 'Chinese']",,,3.7,174,"Jaimunirao Circle, Dasarahalli Magadi Road Junction, Vijay Nagar, Bangalore",unknown
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,Malleshwaram,Continental,['Continental'],,,4.3,77,"4th Floor, Sheraton Grand Bangalore Hotel at Brigade Gateway, Malleshwaram, Bangalore",unknown
Samudra Bar & Restaurant,Seshadripuram,North Indian,"['North Indian', 'Mughlai', 'Chinese']",,,3.4,35,"12, Nagappa Street, Near Seshadripuram College, Seshadripuram, Bangalore",unknown
Amazing Blue Pub,Seshadripuram,Finger Food,['Finger Food'],,,4.0,10,"Hotel Dew Drops Hotel, 9/1, Platform Road, Seshadripuram, Bangalore",unknown
Wood Rose,Seshadripuram,North Indian,"['North Indian', 'Chinese', 'Continental']",,,3.5,8,"Citadel Hotel, 41, Seshadri Road, Ananda Rao Circle, Seshadripuram, Bangalore",unknown
Glacier - Citrine Hotel,Seshadripuram,Finger Food,"['Finger Food', 'North Indian', 'Chinese']",,,4.2,27,"211, S C Road, Seshadripuram, Bangalore",unknown
Sangeetha Bar & Restaurant,Seshadripuram,North Indian,"['North Indian', 'South Indian']",,,3.6,11,"Shop 186/10, 1st Floor, Sirur Park Road, Seshadripuram, Bangalore",unknown
Sloshed,Basaveshwara Nagar,Arabian,"['Arabian', 'Chinese', 'Continental', 'North Indian', 'Finger Food']",,,4.3,96,"5, 3rd Stage, 4th Block, Basaveshwara Nagar, Bangalore",unknown
Jetlag,Rajajinagar,Finger Food,"['Finger Food', 'Continental', 'North Indian', 'Italian', 'Japanese']",,,4.4,1103,"3, Industrial Suburb, Opposite To Sheraton Hotel, Near Orion Mall, Rajajinagar, Bangalore",unknown
Stories,Rajajinagar,Continental,"['Continental', 'North Indian', 'Chinese']",,,3.8,2423,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",unknown
Kava - Fairfield by Marriott,Rajajinagar,North Indian,"['North Indian', 'South Indian', 'Continental']",,,3.9,617,"Fairfield by Marriott, 1/2, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",unknown
Nandhana Palace,Rajajinagar,Andhra,"['Andhra', 'Biryani', 'North Indian', 'Chinese']",,,3.8,930,"1, 5th Main, West of Chord Road, Shivanagar, Rajajinagar, Bangalore",unknown
Mayura 1989,Rajajinagar,Andhra,"['Andhra', 'Continental', 'Chinese']",,,3.3,103,"46/3, Near Prasanna Theatre, 6th Block, Rajajinagar, Bangalore",unknown
Kava Bar - Fairfield By Marriott,Rajajinagar,North Indian,"['North Indian', 'South Indian', 'Continental']",,,3.9,10,"Fairfield by Marriott, 1/2, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",unknown
Westin - Vyasa Paradise,Rajajinagar,North Indian,"['North Indian', 'South Indian', 'Chinese']",,,3.9,8,"5/11, 1st Main Road, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",unknown
White Smoke Barbeque- Fairfield by Marriott,Rajajinagar,Mediterranean,"['Mediterranean', 'Bbq']",,,4.7,84,"Fairfield by Marriott, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",unknown
Cave N Dine,Basaveshwara Nagar,North Indian,"['North Indian', 'Chinese', 'Seafood']",,,4.7,405,"12, 4th Stage, 3rd Block, Basaveshwara Nagar, Bangalore",unknown
Planet I Bar,Basaveshwara Nagar,Continental,"['Continental', 'Chinese', 'North Indian', 'Finger Food']",,,3.5,23,"5, 4th Floor, Siddhaiah Puranik Road, West of Chord Road 1st Stage, Basaveshwara Nagar, Bangalore",unknown
Chili's American Grill & Bar,Malleshwaram,American,"['American', 'Tex-Mex', 'Burger', 'Bbq', 'Mexican']",,,3.9,6470,"2nd Floor, Orion Mall, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
1522 - The Pub,Malleshwaram,Chinese,"['Chinese', 'Continental', 'North Indian']",,,3.7,1734,"1522, 17th Cross, Malleshwaram, Bangalore",unknown
"R Bar - Renaissance Hotel, Bengaluru",Race Course Road,Continental,['Continental'],,,4.5,167,"17,17/1, Ground Floor, Madhavanagar Extension, Race Course Road, Bangalore",unknown
Hatch,Malleshwaram,North Indian,"['North Indian', 'Mangalorean', 'Seafood']",,,3.6,471,"30,1st Cross, Sampige Road, Malleshwaram, Bangalore",unknown
The Beer Cafe,Malleshwaram,Finger Food,"['Finger Food', 'North Indian', 'Italian']",,,4.1,742,"26 / 1, Upper Ground Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",unknown
3G's - Gulp & Groove,Malleshwaram,Finger Food,"['Finger Food', 'Continental', 'Chinese']",,,3.4,664,"343, 8th A Main Road, Milk Colony, Subramanyanagar, 17th Cross, Malleshwaram, Bangalore",unknown
White Horse,Malleshwaram,Finger Food,"['Finger Food', 'Chinese', 'North Indian']",,,3.6,96,"First Floor, 1522, 17th Cross, Malleshwaram, Bangalore",unknown
Swathi Greenland,Vijay Nagar,Andhra,"['Andhra', 'North Indian', 'Chinese']",,,3.3,174,"Jaimunirao Circle, Dasarahalli Magadi Road Junction, Vijay Nagar, Bangalore",unknown
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,Malleshwaram,Continental,['Continental'],,,3.0,77,"4th Floor, Sheraton Grand Bangalore Hotel at Brigade Gateway, Malleshwaram, Bangalore",unknown
Samudra Bar & Restaurant,Seshadripuram,North Indian,"['North Indian', 'Mughlai', 'Chinese']",,,3.3,35,"12, Nagappa Street, Near Seshadripuram College, Seshadripuram, Bangalore",unknown
Amazing Blue Pub,Seshadripuram,Finger Food,['Finger Food'],,,3.5,10,"Hotel Dew Drops Hotel, 9/1, Platform Road, Seshadripuram, Bangalore",unknown
Glacier - Citrine Hotel,Seshadripuram,Finger Food,"['Finger Food', 'North Indian', 'Chinese']",,,4.7,27,"211, S C Road, Seshadripuram, Bangalore",unknown
Sangeetha Bar & Restaurant,Seshadripuram,North Indian,"['North Indian', 'South Indian']",,,3.1,11,"Shop 186/10, 1st Floor, Sirur Park Road, Seshadripuram, Bangalore",unknown
Parika Multicuisine Restaurant,Richmond Road,North Indian,"['North Indian', 'Chinese', 'Mughlai']",,,3.9,203,"Hotel Ramanashree, 16, Raja Ram Mohan Roy Road, Richmond Road, Bangalore",unknown
Chutney Chang,Church Street,North Indian,"['North Indian', 'Chinese', 'Bbq']",,,3.0,4752,"HM Eleganza, 31, Museum Road, Off MG Road, Church Street, Bangalore",unknown
Konark Vegetarian Restaurant,Residency Road,North Indian,"['North Indian', 'Chinese', 'Continental', 'South Indian', 'Street Food', 'Juices']",,,4.8,1015,"50, Field Marshal Cariappa Road, Residency Road, Bangalore",unknown
The Market - The Ritz-Carlton,Residency Road,North Indian,"['North Indian', 'European', 'Thai']",,,3.8,620,"The Ritz-Carlton, 99, Residency Road, Bangalore",unknown
Ithaca - The Chancery Pavilion,Residency Road,North Indian,"['North Indian', 'Italian', 'European', 'Continental']",,,3.8,312,"Chancery Pavilion, 135, Residency Road, Bangalore",unknown
Northern Gate- Gateway Hotel,Residency Road,North Indian,['North Indian'],,,3.7,103,"Gateway Hotel, 66, Residency Road, Bangalore",unknown
Olive Bar And Kitchen,Richmond Road,Mediterranean,"['Mediterranean', 'European', 'Salad']",,,3.1,2219,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",unknown
Ebony,Mg Road,North Indian,"['North Indian', 'South Indian']",,,3.4,3152,"Barton Center, 84, 13th Floor, MG Road, Bangalore",unknown
JW Kitchen - JW Marriott Bengaluru,Lavelle Road,North Indian,"['North Indian', 'Continental', 'Italian']",,,3.9,2143,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",unknown
The Tao Terraces,Mg Road,Thai,"['Thai', 'Japanese', 'Korean', 'Burmese', 'Chinese']",,,4.4,1943,"5th Floor, 1 MG Mall, Opposite Vivanta by Taj, MG Road, Bangalore",unknown
Rim Naam - The Oberoi,Mg Road,Thai,['Thai'],,,3.0,988,"The Oberoi, 37-39, MG Road, Bangalore",unknown
Oh! Calcutta,Church Street,Bengali,"['Bengali', 'Seafood']",,,4.3,1142,"14, 2nd Floor, Church Street, Bangalore",unknown
Mainland China,Church Street,Chinese,['Chinese'],,,4.3,1431,"First Floor, 14, Church Street, Bangalore",unknown
Rasovara,Lavelle Road,Rajasthani,"['Rajasthani', 'North Indian']",,,3.1,772,"Level 2, The Collection, UB City, Vithal Mallya Road, Lavelle Road, Bangalore",unknown
Cubbon Pavilion - ITC Gardenia,Richmond Road,European,"['European', 'Continental', 'Chinese', 'Thai']",,,3.5,689,"ITC Gardenia, 1, Residency Road, Bangalore",unknown
Empire Restaurant,Church Street,North Indian,"['North Indian', 'Mughlai', 'South Indian', 'Chinese']",,,4.5,3286,"36, Off MG Road, Church Street, Bangalore",unknown
Le Jardin - The Oberoi,Mg Road,European,"['European', 'Mediterranean', 'North Indian']",,,3.8,698,"The Oberoi, 37-39, MG Road, Bangalore",unknown
BBQ@52,Mg Road,Bbq,"['Bbq', 'Biryani', 'Continental']",,,3.5,54,"52, 3rd Floor, Above Pantaloons, MG Road, Bangalore",unknown
The Spice Bazaar,Lavelle Road,North Indian,"['North Indian', 'Mughlai']",,,5.0,341,"40/2, Lavelle Road, Bangalore",unknown
BBQ'D - Global Grill & Brewery,Lavelle Road,Bbq,"['Bbq', 'North Indian']",,,3.7,469,"Level 2, Concorde Block, UB City, Vittal Malya Road, Lavelle Road, Bangalore",unknown
Kitchen On Table,Brigade Road,Japanese,"['Japanese', 'Sushi', 'Asian']",,,3.7,57,"Shantala nagar, Ashok Nagar, Brigade Road, Bangalore",unknown
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Richmond Road,Asian,"['Asian', 'Continental', 'North Indian']",,,3.8,53,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",unknown
Season - Adarsh Hamilton,Richmond Road,North Indian,"['North Indian', 'Chinese', 'South Indian', 'Continental']",,,4.2,331,"2/4, Langford Garden Road, Richmond Road, Bangalore",unknown
Panchavati Gaurav Thali,Brigade Road,Rajasthani,"['Rajasthani', 'Gujarati']",,,4.5,930,"5th Floor, Garuda Mall, Magrath Road, Brigade Road, Bangalore",unknown
Red Onion,Shanti Nagar,Chinese,"['Chinese', 'North Indian', 'Biryani', 'Kebab']",,,2.4,570,"Money Chambers Double Road, Shanti Nagar, Bangalore",unknown
Puran da Dhaba - The Pride Hotel,Richmond Road,North Indian,['North Indian'],,,2.6,167,"The Pride Hotel, 93, Richmond Road, Bangalore",unknown
Cafe Mangii,Lavelle Road,Italian,"['Italian', 'Continental', 'Pizza']",,,3.4,1055,"204/A, Comet Block, UB City, Vittal Mallya Road, Near Lavelle Road, Lavelle Road, Bangalore",unknown
The Oriental Spice - Ashraya Hotel,Infantry Road,Chinese,"['Chinese', 'Thai', 'Indonesian']",,,3.7,159,"Ashraya Hotel, 149, Infantry Road, Bangalore",unknown
Pinxx - Royal Orchid Central,Mg Road,Italian,"['Italian', 'European']",,,4.0,200,"Royal Orchid Central, 47/1, Dickenson Road, Off MG Road, MG Road, Bangalore",unknown
